ID 	Annotation	Text
1246392142248935424	1	@heikkor @MikaelJungner Pieni otos: kolme tuttavapariskuntaa palannut 2vkoa sitten, ilman oireita, sairastavuus 0%. Kaksi pariskuntaa palannut Leviltä, kaksi heistä sairastunut, sairastavuus 50%.
1251045233783123968	1	Viimeistään ylihuomenna saan koronatestin tulokset. En tiedä mikä tauti mulla on, mutta se on täsmälleen sama kuin esikoisella, koska eteneminen on ollut sama: alun epämääräisten vatsakipujen jälkeen vuorokausi lämpöilyä ja samaan aikaan alkava yskä joka kestänee n. 10 vrk.
1249907100433764352	0	@Terhihaa @tabularius Hain apua vaivaan pari vuotta sitten. Kun aloin taas olla valveilla öisin pari tuntia, parina iltana otin dropit ja nyt nukun taas illasta aamuun.
1245712666456461313	0	Mun 89-v äitini on huolissaan palveluasumisen yksiköissä olevista kollegoistaan, jotka eivät näe läheisiään. Tekee nyt vimmaisesti virpomisoksia, jotka sisareni toimittaa perille palveluasumisen yksikköön #kärkölä. Olivat ilahtuneet tarjouksesta, äitini kertoi. #korona #yhdessä
1247506756655333377	0	@marsusanoo Kipu on ohimenevää, jonain päivänä oot taas ok, vaikka juuri nyt ei siltä tunnu. Voimia! 🌼
1250548653489631233	0	Onneks huomenna on aika työterkalle, oon aika väsynyt juuri nyt
1250453144120762368	1	Teille oireettomille, jotka mietitte nyt mökkireissua: jäin lomille pariviikkoa sitten. Loman puolivälissä alkoivat oireet ja tänään sain tietää sairastavani #COVID ia Onneksi pysyin kotona koko loman ajan, enkä pyörinyt kulmilla tartuttamassa muita. Pysykää tekin! 💪
1246342634790162432	0	Koronavirus ja diabetes? Miten diabeetikko hoitaa itseään kuumeisen tulehdustaudin aikana? #diabetes #korona #koronavirus https://t.co/dPI2oLzYOU
1246322040522620929	0	@TuijaJansson Sama. Mutta mulla on joka vuosi sama juttu tähän aikaan. Kestää päivätolkulla, yli viikonkin. Jonkun lääkärin mukaan sarjottaimen päänsärky jolla on vaan outo rytmi.
1251049081880920064	0	@DrTuukka @HeidiMsa @sportsnake81 Liikunnallisena ihmisenä lihakset tukivat niveliä ja mitään oireita ei tullut ennen kuin tilanne oli noin paha. Kuljin 8 kk kyynärsauvoilla 3 vuoden aikana. Nyt nousee 130 kiloa jalkaprässissä ja ei kipuja vaikka nivelet yhtä tuhoutuneet kuin ennen.
1247845788073459713	1	Antti Perttunen sairasti laskettelumatkalla tarttuneen koronan karanteenissa kaverin luona: https://t.co/Uu7RJXOV6S
1250457917372928009	1	@JuusoQ Ei, ku oireet ollu koko ajan riittävän lieviä et pärjään kotona. Nyt avattu kai mahdollisuus testeihin kaikille, kyselen Kaislalta ku meil on loppuviikosta puhelintunti, et onko tarve testata.
1246855232166014976	0	#korona #lastensuojelu Kysymys, joka on askarruttanut viime päivinä: olen yh, ja jos sairastuisin koronaan ja joutuisin tehohoitoon, mihin menisi 4v tytär? Sairaalaan kanssani? Keltä voisi tätä kysyä? @SonjaElla
1246003549424750592	0	Kotijumppa 3 viikon jälkeen eilen. Kunto järkyttävän huono. Liikkumattomuus tappaa nopeasti.
1249024541952806912	0	@harrivaimala Kyllähän minä sen uskon ja pysyn visusti kotona! Viides viikko käynnissä.
1247486900132249600	0	Pysykää kotona te riskiryhmäläiset ja vanhukset! #koronavirus
1250159090560643074	0	Jotain tällaista epäilinkin. Useampana iltana tuntunut tismalleen tältä. #korona #karanteeni https://t.co/GTTMioj5uM
1249325386095304712	0	Aina ku pelaan uutta peliä
1249687698123735040	0	@tovezilliacus Mulla ei ole diagnosoituja allergioita, mutta silmiä on kutittanut jo useamman viikon. Ensin luulin silmätulehdukseksi, mutta reseptivapaan allergialääkkeen kokeilu helpotti oireita.
1246753360809799680	0	@SirenMarkku Joo, näin kävi. Oli odotettavissa, kuului olleen hyvin sairas.
1248264850792472577	0	@JaanaTurunen Voi apua! Toivottavasti ei mennyt superpahasti. 😕
1248161275340824576	0	Sähköposti lakkasi toimimasta ja Facebook ei päivity. Tarkoittaako tämä, että on aika lähteä viettämään pääsiäistä olkkariin? #pääsiäinen #etätyö #lomakotona #pysykotona
1246851792886992896	0	@Hannimonninen Juu, vaikka yritän ylipäätään välttää särkylääkkeitä, ellei oikein pahaksi kipu mene.
1246146745802858497	0	Huokasin saunassa miten ihanaa on kun alkaa viikonloppu. Saa olla ihan vaan kotona. * 🤯 #koronteeni #koronafi
1245723471457529857	0	Eilen katsottiin uusintaa #yle Kaikki kotona livestä, jossa @maijavilkkumaa lauloi Satumaatangoa. 2v tyttäreni ihasteli esiintymisasua ja kysyi: ”Voitaisko me joskus lainata Maija Vilkkumaan prinsessamekkoa?” Ja koko iltana ei oikein muusta puhuttukaan. Jälleen uusi fani 😃
1249436696065818627	0	@ruutuikkuna @SarioTuula Meillä kamala pohjoistuuli, lämpöä -1C, feels like -8C 😡. Siis kamalaa miten eilisestä muuttui niin .... eilen yli +20C myöhään iltapäivällä
1247483683617062915	1	@suldaansaid Tsemppiä! Mitkä olivat oireet? T: 3,5 viikkoa kipeänä ollut
1245948364656689152	1	Helsingissä koronatestaukseen pääseminen on todella vaikeaa. Ystävältäni otettiin eilen keuhkokuvat ja verikokeet - ei testiä, vaikka lääkäri epäili koronaa. Odottaa tuloksia kotona. Toinen tapaus viime vkolla, nyt hän on teholla. @ylenaamu #ylenaamu
1250874577623887873	0	@alatjon Se oli nopea lähtö. Meidän Simolle tuli kieleen syöpä. Reilu pari viikkoa ja eläinlääkäri kävi kotona nukuttamassa. Lääkekuureista huolimatta syöminen ja juominen kävi tosi hankalaksi. Siihen asti oli terve, joten suht nopea loppu tuli.
1249380212506349568	1	@NeraBec Tsemppiä! Toivotaan että kyseessä on, kuten oireiden perusteella voisi teoriassa epäillä, tavallinen flunssa. https://t.co/tGuyyAEte4
1245707226070888449	0	Kerroin äitille et oon koko lapsuuden kuullu kotona outoja ääniä, ni äiti paljasti, et hän on kuullu ihan samoja ääniä ja joskus pelännyt itekin. Sain tietää et meidän asunnon edellinen asukas - vanha eläkeläismies - oli kuollut siinä asunnossa ennen ku me muutettiin siihen. 3/3
