ID 	Annotation	Text
1245355383910281216	0	@Akl_Wri Vaikuttaa hyve-velvollisuuseettiseltä #todo luettelolta. Hyvä sinänsä mutta kannattaa miettiä mitä siiitä seuraa jos vain #pysykotona ? Mihin jää fyysinen aktiivisuus, kuntoilu jne? Sekä sisällä, että (harkinnalla) ulkonakin: luonnossakin. #luontokokemus
1245331368810340352	0	Tässäkin taas THL;n asiantuntijat haraa vastaan. Perkele tuo lafka on suljettava!!! Brittitutkimus: t-paidastakin oli apua. https://t.co/bEFUPChYHF
1245400783312609281	0	Karanteeriolosuhteet alkavat puremaan itse kullakin... NORMAALISTI TYKKÄÄN OLLA NELJÄN SEINÄN SISÄLLÄ, MUTTA NYT ALKA TUNTUMAAN NIHIÄLTÄ. #COVID19 #SquashKaranteeni
1245341248308854784	0	Lähden kohti Uuttamaata Reko-kuorman kanssa. Check list: -auton avaimet -lompakko -aurinkolasit -nitriilihanskoja -käsidesi -viisumi Weird times indeed. #reko #koronavirus #ruokaarajanyli https://t.co/iUIAFvQDdD
1245355978880700416	0	Kivi paperi sakset kun olet yksin karanteenissa 😊 #kivi #paperi #sakset #korona #karanteeni https://t.co/JqLMWBY8V7
1245408550375088131	0	Et, jos et ole vielä huomannut sairastuneesi koronaan..... 🤦‍♂️
1245606772884131840	0	Tulossa myös: - #Mieli Maasta #vertaischat #masentuneille klo 18-20 - #Kipu-chat klo 18-20 - #Vertaistukea yhden vanhemman perheiden vanhemmille ryhmächat klo 20-21.30 Tervetuloa juttelemaan!
1245322298544054272	?	@maasai_mzalendo @kigogo2014 @MariaSTsehai Wamekiri kuwa hakuna sera ya kufukuza watoto. Tofauti na Mkuu alivyosema yaan tusomeshe wazazi!? Maanake wamekubali hakuna mtoto kufukuzwa ndo mkopo ukatoka. Na hiki ndicho kilipiganiwa, mtoto asifukuzwe arudi kusoma mkopo utoke. Tz wamekubali WB wametoa. Ole afukuzwe..
1245356561612111872	0	Poikkeustilanne vaatii sopeutumista. Kriisipsykologien mukaan kannattaa tarkkailla huolitasoaan ja pitää kiinni arkirutiineista. Jos ahdistus käy ylivoimaiseksi eikä yksin pärjää, on apua saatavilla. Lue lisää Mielen liikettä -blogista: https://t.co/aGTctHzfRX #korona #Tampere
1245285755351642112	0	Kauanko kantti kestää yritysten edunvalvojilla vaatia rajoitustoimia kun alkaa jäsenyritykset lentää perseelleen. Tämä ei nimittäin lopu lyhyeen. Pari viikkoa menee valtion tuella, mutta sitten alkaa kovat ajat. Voitot on helppo yksityistää ja tappiot kansallistaa. #koronakriisi
1245340381211918338	0	Tiedotin just, että "Seinäjoen kapunki soittaa kääntyneille asukakkaillen koronakaranteenin aikana" 😅 #koronafi #viestintä #koronauupumus #huhhuh
1245310200309002242	0	Blogissamme: "Toivo. Jokainen meistä voi ajoittain huonosti, käpertyy pimeään tilaan ja kaipaa toista ihmistä, joka näkee pidemmälle, mihin itse sillä hetkellä kykenee." #toivo #koronavirus #COVID19FI #kukaaneijääyksin (teksti: Sirpa Syrjä / KKP, kuva: Tim Gouw / Unsplash) https://t.co/1geVcAujGi
1245569566899486720	0	Mikä vain hengityssuoja vähentää tarttuvien virusten määrää. #koronavirus
1245377053584756742	0	Lamppu lämpöä loi. Se iloa elämään toi. https://t.co/52Mn4HVHB7
1245441155451490305	0	102. Nousukarsintoihin mentiin. Kylvetimme Rangersia kotona aika reilusti, vieraissa muistaakseni 3-2-voitto. Ei ollut silloin vielä heidän vuoronsa. Olin pelaavissa kentissä ja pelasin mielestäni hyvin. Pitkästä aikaa tuntui, että myös tosissaan. #MihanTarina
1245361498622496769	0	"Meidän syöpäpotilaiden elämä muuttuu vähemmän kuin monen muun" – Tällaista on olla vakavasti sairas ja vältellä infektioita https://t.co/jOyk759RP6
1245366861283430401	0	@Sairaanhoitajat Tästä apua? https://t.co/o7TvWh82aY
1245411812411092993	0	@Antti_Sorri @JuliannaKentala Tulee jo hiki ja tukala olo ajatuksestakin istua jossakin kamalassa pussissa.
1245438528869339137	0	Oon niin väsynyt mukahyvis rehrehjäbyleihin, joiden on joka hetki pakko heittää läppää aiheesta kun aiheesta ja sit kun siitä callouttaa, niin ei voida hetkeks ees mennä itteensä et mietittäis et mitä tuli tehtyä. En vaan oikeesti jaksa tällaista.
1245617733342875648	0	En ole turhaan ollut @Kyrodistillery’n fani sen hamasta alkuhämärästä alkaen. #Pohjanmaa
1245596306845753344	0	Aivotutkija @minnahuoti'n viesti yliopistolaisille: poikkeustilanteessa pidä itsestäsi huolta rutiinein: liiku joka päivä, nuku hyvin, syö säännöllisesti. Muista myös pitää yllä yhteyttä työkavereihin! #koronafi #resilienssi #WeAreHelsinkiuni 💙
1245354497343279104	?	@mg2b5 Nā hoa wahine "Ua kaumaha wau i ka ʻauʻau wai" I "ʻaʻole wau i hoʻohuli i ka mikaea a puni?" 1 ID: T7l(nui)× ʻAʻole hiki iaʻu ke heluhelu hou iā ia mai kēia 11 ID: T7l(nui)× Hele pinepine au i kahi kokoke 14 ID:xnN× Inā manaʻo ʻoe he mea ʻakaʻaka ʻoe, he mea ʻakaʻaka ʻoe
1245296061322858496	0	Mietitkö mitä #etäkoululainen voisi syödä kotona? Etelä-Suomen maa- ja kotitalousnaisten #koululaisetkokkaakotona auttaa Katso facebook @etelasuomen.maajakotitalousnaiset Tänään #uuniohrapuuro #suositaansuomalaista #kylläkoululaisetosaa @Mkneteläsuomi @maajakotitalous https://t.co/ZCTPvV4EFe
1245361167419260928	0	Oon aina ihaillut @Kyrodistillery meininkiä. Tällä kertaa: - Tuotekategorian laajennus parissa viikossa viinaksista käsidesiin ja jonossa jo +4,000 asiakasta. - Aprillipäivänä ulos ultimaattinen brand collab unisex-kalsareilla.
1245398682960375811	0	@lettipitko @OlliPatsas Mikä on tuorein ohjeistus Suomessa pysyä oireiden kadottua karanteenissa? https://t.co/iYfKtZEwr1
1245434698232463360	0	@MerjaNiilola Oireettomat ja pahoissa oireissa kotona olevat on eri asia, kotoahan ei pääse testeihin muuta kuin sirralla 🚑 🤔 Toisaalta vasta-ainetesti on halvempi, sillä näkee kenellä jo ollut korona 👍 siitä tiedosta on paljonkin hyötyä, sairastaneiden ei ainakaan heti tartte pelätä pöpöä
1245372025792860167	0	@timoheinonen @mattiwaananen Tali-Ihantala taisteluissa meni 2000 sankaria päivää kohti, ainoa tapa voittaa ylivoima oli tehdä vastahyökkäyksiä ilman mitään esimes päätöksiä. Tämä puuttuu #COVID19 taistelusta suomen osalta. Tare
1245326255018237952	0	Kauppatori; Koronapandemia-dokumentointi. 2020. Satakunnan Museo, Kuvakokoelma https://t.co/hXFRvX0xhf #koronavirus https://t.co/0Bc0CUNRyT
1245615044651413504	1	@HeliPauliina Olen karanteenissa Roland Deschainin kanssa. Toivottavasti hän ei koe käyttämääni teknologiaa uhkaavaksi. Nyt saa tulla mutantteja ja zombeja niin paljon kuin sielu sietää! Revolverimies suojelee ainakin siihen asti, kunnes matka jatkuu kohti Mustaa tornia.
1245297959593480192	0	Mukana #Korona jälkeisen ajan Suomen talouspolitiikan selvitysryhmässä @vesa_vihriala , Sixten Korkman ja Bengt Holmstrom #työllisyys #kestävyysvaje
1245408847080144897	0	Ota krooninen kipu hallintaan – Lue 12 neuvoa lääkkeiden käytöstä ja lääkkeettömistä hoitomuodoista! https://t.co/HApNj3Gqle
1245564574167904256	0	Ikävä lukee että yrittäjiä ivataan kun menee huonosti, miljardööri lisäsi instaan kuvan missä oli karanteenissa jahdillaan, alkoi hirmuinen itku. Ronaldo karanteenissa kotonaan uima-altaalla: kauhea itku. #kateus https://t.co/hF65G57aBF
1245576829919842306	0	Miltä #korona’kriisi näyttää sairaanhoitajien silmin? Moni kritisoi tiedonkulun olevan sekavaa ja ohjeiden muuttuvan jatkuvasti. Oma ja läheisten sairastuminen pelottaa. @yleuutiset @sttuutiset @hsfi @aamulehti @iltasanomat @iltalehti_fi @Seuralehti https://t.co/vWOkfTvSLN
1245433520027316225	0	@TapioLaakso @JussiPullinen 1. Testaus oireileville, posit karanteeniin, kontaktijäljitys =&gt; tautipaine alas 2. Vasta-aine testaukset niille joilla ollut flunssa ohi yli 2 vk sitten = jos +, vapaita, ei tarvetta sos etäisyyteen. 3. Populaatiotutk. Mikä vasta-aine% populaatiotasolla, onko laumaimmuniteettia
1245315961609236480	0	Poliisi varoittaa koronahuijareista – huijausten kohteina etenkin iäkkäät https://t.co/dzCKSOLl0U #pysykotona #koronafi #poliisi https://t.co/W6tq4Vbbfx
1245309191624871936	0	Kuuntele: Suosikkinäyttelijä Aku Hirviniemi kertoo, miltä totaalipysähdys hänestä tuntuu - "Tämä tilanne ahdistaa monia" https://t.co/1pinRUZWBL
1245602028161650701	0	Samojen ongelmien parissa maailmalla taistellaan. Suomessa ollaan onneksi viikko tai kaksi edellä ja eristystoimet tuntuvat purevan. Suomessahan siis testataan jo todella hyvin. #koronafi #koronasuomi https://t.co/7zXFLgOBH4
1245454635416072197	0	@jmkorhonen Sanos muuta. Mulle tuli sellainen ennakoiva vitutus päänsärky siitä valtioneuvoston työryhmästä jossa vaikutti olevan tosi vahva "paluu vanhaan"-henki.
1245349772241915904	0	@JantunenKaarina @RossiTimo Voimia vaan Kaarinalle.Tulee pitkä karanteeni
1245607588160352258	?	Corona toa ek din khtm hojayaiga, bss rahenge toa sirf baatein 🙊🥀 . " Hard times reveal reality 🙃😉 " #COVID19 #hardtimes
1245596270002974728	0	@rvalimaki @pekkasauri Ts "sairas" termi on siis ongelmallinen? Itse ainakin tulkitsen yskän sairauden merkiksi = poikkeaa normaalitilastani.
1245382064557510656	0	https://t.co/lp58BilVxI Jumpalle! #kotona #TogetherWeCan Ihan sama kuin liikut, kunhan liikut ja saat hyvän olon❤️👍 #happyathome
1245620418368532486	0	Kohta alkaa info, nyt @JJJSalo ja @marjasannikka lämmittelevät. Seuraa tuolta @yleareena-linkin kautta!
1245295091218026496	0	@minjakoskela @TapioLaakso @JussiPullinen Arvaan, että tuo käsitys tulee siitä, että ihmiset, jotka tuntevat oireita ja toteavat niiden olevan koronaa, eivät pääse testaukseen vaikka haluaisivat. Aina ei edes sairaalaan mentyään.
1245418661923430401	0	@rakelliekki @justsopivasti Jos vielä sais kulkija poika kerran kotona leivottua aah jo pelkästä mieli kuvasta kiitos🥰
1245365418346393600	0	Nyt venäläiset kuljetuskoneet vievät jo USA:llekin korona-apua. Läntiset natottaja-russofobit ovat raivoissaan.
1245303709279682560	0	Nyt monella on aikaa askarrella. Järviruoko tarjoaa useita mahdollisuuksia tähän. @yleradio1 @YleKulttuuri @yleluonto #järviruoko #pysykotona #kotikoulu @yleoppiminen #nappikukastanokkoseen #ekotaide #TiinaHarpf https://t.co/IxStgHP2En
1245410081686130689	0	@JanikaLind @HannaMakiTuuri @tarjaetelalahti Olen tässä kotona-aikana kuvannut koskea joka päivä, kun ylitän sen lenkillä. Tuossa veden voiman äärellä kokee itsensä aika mitättömäksi. Kuvassa Kuusan koski, Laukaassa.
1245317470858207232	0	Bill Gates ym. rahoittama #Event201 #pandemia #harjoitus järjestettiin 17. lokakuuta 2019 - skenariossa sika #koronavirus tarttuu ihmiseen, alkaen aiheuttaa lievää flunssaa ja keuhkokuumetta, tappaa lopulta 18kk aikana 65 miljoonaa ihmistä. Lähde: https://t.co/qyQFAXfrqz https://t.co/GNKEKQ0aDW
1245326721248878592	0	Asiakaspalvelu se on tässä. Juuri kun luulit saavasi asiakaspalvelua, mutta se onkin aprillia. Pysy kotona ja säästyt mielipahalta. Artist More by #hendevaara #graffitiart #asiakaspalvelu #StayHome #StayStrong #karanteeni https://t.co/thEdZcOSl9
1245621520627412994	0	Joudut karanteeniin juuri nyt lukemasi kirjan päähenkilön kanssa. Kuka hän on, ja miten sinä selviät? Mä olen karanteenissa IT-kirjan päähenkilö Bill Denbroughin kanssa ja luulen kyllä selviäväni, varsinkin kun paha Pennywise on jo menyttä. #lukeminen
1245598803547156491	0	Virtausmallista apua #työhyvinvointi'in. #rakennustyömaa #tutkimus #raksavirtaa #hanke #esr #yritykset #tuottavuus
1245430192623026176	1	musta tuntuu et kuume nous uudelleen ton troyen uusimman biisin kuunteluiden aikana
1245393345955934209	0	Yli neljäsosa tapauksista kaikista #korona-tartunnoista ei enää ole tautia. Osa kuollut, valtaosa parantunut.
1245432666230530049	0	Päivä 15 Oli hyvä idea tilata etätöiden alussa 3,5 kiloo karkkii. Lanseeraan käsitteen karanteeni-kroppa käyttöön ihan just. Temppareissa oli tänään yllättäviä tilanteita. Epidemian suhteen lohduttaa, että ei täällä himassa olla turhaan istuttu.
1245569434887979008	0	Twitter-karanteeni, päivä 14: Perussuomalaiset kansanedustajat väittävät, että koronaviruksen voi tuosta vaan tappaa ja spekuloivat mitä tapahtui maavoimien kotiuttaessa väkeänsä Suomeen kriisinhallintatehtävistä. Heikko johtajuus alkaa olla ilmiselvää myös äänestäjille.
1245432240710049792	0	@ippaw @el_pais’in jutussa kerrotaan, että tiettyjä hoitotoimenpiteitä rajoitetaan hätätilanteissa yli 80-v. potilaille. Ei jätetä hoitamatta, vaan lievitetään kipua ja seurataan tilannetta. Lopussa mainitaan: ”kuolema kotona on tällä hetkellä paras vaihtoehto” https://t.co/El63oymm0A
1245578163138097152	0	@HeliPauliina Strength and Patience of the Hill. Kivijumalan kanssa karanteenissa, ehkä Hän ei ees huomaa mua...
1245611256301490177	0	@Apteekkarit Kuukauden päivät... #karanteeni
1245424648587788290	0	Kolme viikkoa kotona. Ensin kaksi viikkoa karanteenia, sitten omaehtoista eristäytymistä. Päiväni täyttyvät etätyöstä tietokoneella ja puhelimessa, sekä pääni kasassa pitävästä liikunnasta. Oon sopeutunut tilanteeseen varsin hyvin. https://t.co/eJmgKkT7bZ
1245595533814534144	0	@MarinSanna Hei. Pienyrittäjien hätä kasvaa päivä päivältä. 2000 eur tuet ovat riittämättömiä tilanteissa, joissa yritys joutuu sulkemaan ovensa. Rahaa ei ole, jollain pitäisi elää kriisin yli. Onko hallitus tietoinen tilanteen vakavuudesta, onko apua tulossa pienyrittäjille?
1245443368139862016	0	@NikoNiinivirta Opiskeluaikana tein puhelimitse galluppeja. Ollessani käymässä kotona, sairastuin rajuun flunssaan ja menetin ääneni. Äitini soitti työnantajalleni ja kertoi tilanteen. Soitin itse parin pvn päästä kun ääneni jotenkuten pihisi. Sain haukut valehtelusta.
1245598728100052993	0	Kurikan kaupungin toiminnan poikkeusjärjestelyt jatkuvat hallituksen päätöksen mukaisesti 13.5.2020 saakka. Ajantasainen tieto eri palveluiden toiminnasta löytyy kaupungin verkkosivuilta. #kurikka #koronavirus https://t.co/tbstC4D5iJ
1245609996403888130	0	@TuomasTumi @TomimPAAN @MinkkinenSimo Tomi voinee vahvistaa, mutta minäkin olen siinä käsityksessä, että keuhkokuume kirjataan varsin harvoin kuolinsyyksi ja näin on aivan ohjeistus. Toki terminaalivaiheen potilas usein kuolee juuri keuhkokuumeeseen, mutta viimeiseen vaiheeseen ollaan päädytty muista syistä.
1245591875798454272	0	@HeliPauliina Hm... mulla se olisi varmaan patriarkaatti, eli tarkoittaisi sitä että tappelisin itseni kanssa, enkä suostuisi myöntämään että ahdistaa, turvautuisin väkivaltaan toisen viikon torstaina ja se olisi sitten siinä (luen siis Bell Hooksin Mies tahtoo muuttua -kirjaa)
1245396501288955904	0	Mitä oireita koronavirustartunta aiheuttaa ja miten tautia voidaan hoitaa ja ehkäistä? Asiasta kertoo infektiosairauksien professori Anu Kantele @helsinkiuni. Juontajana @ramikurimo https://t.co/IxHz7gZ7CP #korona #tiede #puheenaihe https://t.co/XQFjBgu9lz
1245610165505683457	0	Yliopistollisen eläinsairaalan asiakasohjeita on tarkennettu ja käytäntöjä tiukennettu henkilökunnan, opiskelijoiden ja asiakkaiden suojaamiseksi. Tärkein ohje on edelleen: älä tule sairaana eläinsairaalaan! #koronafi @helsinkiuni #eltdk https://t.co/b2gIfAV7Pa
1245567947399184384	0	ei anna mieshoitajien hoitaa, kiristää muita muuttamaan, puolustaa juoppoja, hulluja ja rikollisia, estää kys päivystyksessä saamasta heti lääkärin apua, aiheuttaa muille hengenvaaran jatkuvasti, ei osaa käyttäytyä ja vie huomion muista pois. Korvien välissä paljon vikaa
1245373046376013824	0	@MarinSanna Jos et ole kerran hommannut ajoissa maskeja ja ne uhkaavat loppua, pyydä apua Taiwanin presidentiltä. Hän on myös nainen, joten ehkä kehtaat. 💁🏻‍♂️
1245369448829202433	0	@mkkiiveri @Honcho_FIN @pekkalahtinen10 @Habachu Miten se kiireellinen hampaanlohkeamiskeissi olisi rasittanut terveydenhoitoa vähemmän jos se olisi tapahtunut kotona Uudellamaalla eikä mökillä?
1245427470154772482	0	Pukuompelija ahdistaa.
1245306670139543552	0	Lähettityttö ahdistaa.
1245394848661864448	0	Huomasitko tämän: Työolosuhteiden aiheuttamat psyykkiset oireet ovat lisääntyneet huomattavasti vuosina 2013–2018, kertoo Tilastokeskuksen erikoistutkija Hanna Sutela. #työelämä #hyvinvointi https://t.co/Ngkx9DbYmt
1245384390626156546	0	#Koronafi'virus voi olla oireeton ja levitä silti ihmisten keskuudessa. Pysykää siis todellakin kotona ja välttäkää muita ihmisiä. Kuka tahansa voi olla kantaja.
1245600692917526528	1	Sain soitettua... Hitto et on perseestä olla pelkopotilas. Tietää et se on 30min ja voi olla taas vuoden ilman, mutta ei. Pitää päästää siihe kuntoo et teet mitä vaa että se pahin kipu lähtee ja siihe ei särkylääkekkää enää tehoo... ;_; no ehkä tää tästä. Yks askel jo otettu!
1245599067410849792	0	Aivoverenkiertohäiriö vaatii tänään, huomenna ja aina välitöntä hoitoa. Tunnista oireet: ✅sammaltava tai puuroinen puhe ✅suupieli roikkuu ✅toispuoleinen raajojen puutuminen tai heikkous ✅näköhäiriöt Toimi: soita heti 112. #AVH #aivoinfarkti #aivoverenvuodot #nopeuspelastaa
1245441413728305153	0	@salosenminna @RossiTimo @Sami_940 @hsaunala @HuikkonenMikko @rossussas Lääkäreiden kuvauksia on usein aika hupaisa lukea. Oma suosikkini noista on lekurin kuvaus, kun menin kerran päivystykseen eli ”hieman uupuneen oloinen nainen”. Mietin, että toi passaa muhun kyllä muulloinkin kuin sairaana ollessani.
1245577872032419841	0	@KaarinaVakkala @ivanpuopolo On toki totta, että eristystoimenpiteillä saadaan pienennettyä tartuntatapausten määrää, mutta tästä on apua vain tiettyyn pisteeseen saakka. Jokaisessa jenkkikaupungissa tuohon muodostui kuitenkin laumasuoja.
1245300439572197376	0	Järkevää varautua ja suunnitella tämä, koska jo nyt tiedetään tämän olevan vielä edessä. #koronafi #hallitus
1245613406427611136	0	Mulla on nii paska tuuri et sen takia Louhiki varmaan saa noi pahimmat alotusoireet mut onneks oon kotona koko ajan nii voin viedä sitä pissalle ja yrittää rajottaa veden juontii vähän, pelottaa noi rappuset et toivottavasti se ei tipu niistä jos sen takajalat menee heikoks
1245591541927661568	0	#Arktinen #ilmastonmuutos #PostCorona #strategia @yministerio: Ilmasto- ja energiapoliittinen ministerityöryhmä: Koronavirusepidemian jälkeiset toimet tukemaan #hiilineutraali'n yhteiskunnan rakentamista https://t.co/MHOYxvUFBL
1245335215691706371	0	Alkaako sosiaalinen erityineisyys ahdistaa? Vinkki: Päästä kissa ulos. Kun se kohta ilmestyy ikkunan taakse (ulkona on aika saatanan kylmä), käyttäydy kuin kyseessä olisi kauan odotettu arvovieras. Kestitse kissaa, kysele kuulumiset ja kerro omasi! Viettäkää yhdessä ihana ilta!
1245352730962595841	0	Upea avaus säätiöiltä tasoittamaan yllätysmomenttia! Kiitos koko nelikko! Nyt @helsinkiuni tutkijat vaan hakemusta vireille
1245610959726465024	1	@HeliPauliina Olen karanteenissa runoilija/kirjailija Elvi Sinervon kanssa.
1245558910385356800	1	@HeliPauliina @lukumato Olen karanteenissa suomalaisen Ruotsiin lähetetyn sotalapsen kanssa ruotsalaisessa maalaispappilassa (kirja: Mia Franck: Pommipuutarha)
1245621047077949441	1	Koronatartunta mutta ei mitään oireita – 26-vuotias uinnin maailmanmestari painotti faneilleen viruksesta yhtä asiaa https://t.co/rygN1XbVyg
1245425121449385985	0	Vaihtelua karanteeniin: aika- ja nojatuolimatka @rauli_virtanen kanssa! #hyvättarinat #kirjat #tekemistäkotona
1245612513179271176	0	Kiinassa jokainen uusi sairastava on tuontia. Enemmän kiinnostaa keitä ovat nämä 55 oireetonta? Entisiä potilaita? Vääriä testituloksia?
1245427184875028481	0	Jee sain karanteenissa olleet Espanjan tuliaiset #öitä #karanteenituliaiset #stayhome #pysykääterveinä #pysykääkotona https://t.co/FpVnpnvMtt
1245610439578271744	0	@MarjoOllikainen @HagelinHeidi @PakkalaHanna Mua pikkumeikki kannattelee. Meikkaan vaikka olisin yksin kotona ja kipeänä. Mieluummin jätän syömättä kuin laittamatta kulmaväriä.
1245294123592167425	0	#Etätyö ja eristäytyminen on nykytilanteessa #etuoikeus. #Kotona olet #turvassa. Tämä kannattaa kaikessa viestinnässä muistaa. #koronavirus #pysykotona
1245321575827673088	0	Kaukosäätimen television viereen jättämällä, yhden puun kerrallaan sisään kantamalla tai ahkerasti pöytiä luudulla pyyhkimällä saa aktiivisuutta kotona oloon https://t.co/vid3kRVA4B #nivala #kuntoilu #jumppa #koronafi #kotijumppa #aktiivisuus #liikunta #karanteeni
1245339575511384067	0	@jslumiaho @peittila @Maaninkavaara Kuka Sinua on Ay-liikkeestä kiusannut. Katkera olet. Et tunne tuotakaan, mitkä työtaistelut, miten ilmoitetaan, syyt jne. Haluat villit markkinat. Nyt taas huomataan, miten sopimalla saadaan asiat nopeasti etenemään, kaikkien eduksi. Hae ihmeessä apua, elä minulle valita.
1245319762986614787	0	@iltalehti_fi Olisiko tähän mahdollista saada myös jonkinlainen osa aika korvaus, että voisi tehdä vajaata päivää kotona? Muuten tämä menee todella rankaksi, jos vielä kauan jatkuu. Kohta loppuu hermot ja jaksaminen @liandersson
1245551128563142663	0	@meililoota Keikkakalenteri tyhjeni. Nyt eletään säästöillä. Olis aikaa kirjoittaa uusia juttuja, muttei huvita. Olen tehnyt podcastia, ollut mukana dokkarissa, muttei niistä saa rahaa. Asuntolainalle hain lyhennysvapaata. Elän kuin eläkeläinen: nyhjään kotona, puuhaan, luen, pyöräilen.
1245591793749512194	0	Mikä on tasausvastuupuskuri, miksi se on tärkeä #työeläke’rahoitukselle ja miten se liittyy #koronavirus’epidemiaan? @MinnaLehmuskero avaa Tela-#blogi’ssa https://t.co/LFHO9rz3kO https://t.co/fjiVArTP9U
1245592500183527427	0	@nannumaria @KatjaKurk Juu paljon on ihmisiä jotka lähtivät mökeilleen ihan omilla säännöillään bailaamaan vaikka selkeesti tuotiin esiin että kotona pysytään kaikki. Sit selitellään en mää voi tartuttaa ketään sen ja sen takii. Toisilla ihmisluonteilla on vaan hirveen vaikeeta noudattaa suosituksia.
